date,y1,y2,y3,y
0.000,0.000,0.000,0.000,0.000
1.000,0.000,6.909,0.000,6.909
2.000,0.000,7.601,0.000,7.601
3.000,0.000,8.007,0.000,8.007
4.000,0.000,8.294,0.000,8.294
5.000,0.000,8.517,0.000,8.517
6.000,0.000,8.700,0.000,8.700
7.000,0.000,8.854,0.000,8.854
8.000,0.000,8.987,0.000,8.987
9.000,0.000,9.105,0.000,9.105
10.000,0.000,9.210,0.000,9.210
11.000,0.000,9.306,0.000,9.306
12.000,0.000,9.393,0.000,9.393
13.000,0.000,9.473,0.000,9.473
14.000,0.000,9.547,0.000,9.547
15.000,0.000,9.616,0.000,9.616
16.000,0.000,9.680,0.000,9.680
17.000,0.000,9.741,0.000,9.741
18.000,0.000,9.798,0.000,9.798
19.000,0.000,9.852,0.000,9.852
20.000,0.000,9.904,0.000,9.904
21.000,0.000,9.952,0.000,9.952
22.000,0.000,9.999,0.000,9.999
23.000,0.000,10.043,0.000,10.043
24.000,0.000,10.086,0.000,10.086
25.000,0.000,10.127,0.000,10.127
26.000,0.000,10.166,0.000,10.166
27.000,0.000,10.204,0.000,10.204
28.000,0.000,10.240,0.000,10.240
29.000,0.000,10.275,0.000,10.275
30.000,0.000,10.309,0.000,10.309
31.000,0.000,10.342,0.000,10.342
32.000,0.000,10.374,0.000,10.374
33.000,0.000,10.404,0.000,10.404
34.000,0.000,10.434,0.000,10.434
35.000,0.000,10.463,0.000,10.463
36.000,0.000,10.491,0.000,10.491
37.000,0.000,10.519,0.000,10.519
38.000,0.000,10.545,0.000,10.545
39.000,0.000,10.571,0.000,10.571
40.000,0.000,10.597,0.000,10.597
41.000,0.000,10.621,0.000,10.621
42.000,0.000,10.645,0.000,10.645
43.000,0.000,10.669,0.000,10.669
44.000,0.000,10.692,0.000,10.692
45.000,0.000,10.714,0.000,10.714
46.000,0.000,10.736,0.000,10.736
47.000,0.000,10.758,0.000,10.758
48.000,0.000,10.779,0.000,10.779
49.000,0.000,10.800,0.000,10.800
50.000,0.000,10.820,0.000,10.820
51.000,0.000,10.840,0.000,10.840
52.000,0.000,10.859,0.000,10.859
53.000,0.000,10.878,0.000,10.878
54.000,0.000,10.897,0.000,10.897
55.000,0.000,10.915,0.000,10.915
56.000,0.000,10.933,0.000,10.933
57.000,0.000,10.951,0.000,10.951
58.000,0.000,10.968,0.000,10.968
59.000,0.000,10.985,0.000,10.985
60.000,0.000,11.002,0.000,11.002
61.000,0.000,11.019,0.000,11.019
62.000,0.000,11.035,0.000,11.035
63.000,0.000,11.051,0.000,11.051
64.000,0.000,11.067,0.000,11.067
65.000,0.000,11.082,0.000,11.082
66.000,0.000,11.097,0.000,11.097
67.000,0.000,11.112,0.000,11.112
68.000,0.000,11.127,0.000,11.127
69.000,0.000,11.142,0.000,11.142
70.000,0.000,11.156,0.000,11.156
71.000,0.000,11.170,0.000,11.170
72.000,0.000,11.184,0.000,11.184
73.000,0.000,11.198,0.000,11.198
74.000,0.000,11.212,0.000,11.212
75.000,0.000,11.225,0.000,11.225
76.000,0.000,11.239,0.000,11.239
77.000,0.000,11.252,0.000,11.252
78.000,0.000,11.264,0.000,11.264
79.000,0.000,11.277,0.000,11.277
80.000,0.000,11.290,0.000,11.290
81.000,0.000,11.302,0.000,11.302
82.000,0.000,11.314,0.000,11.314
83.000,0.000,11.327,0.000,11.327
84.000,0.000,11.339,0.000,11.339
85.000,0.000,11.350,0.000,11.350
86.000,0.000,11.362,0.000,11.362
87.000,0.000,11.374,0.000,11.374
88.000,0.000,11.385,0.000,11.385
89.000,0.000,11.396,0.000,11.396
90.000,0.000,11.408,0.000,11.408
91.000,0.000,11.419,0.000,11.419
92.000,0.000,11.430,0.000,11.430
93.000,0.000,11.440,0.000,11.440
94.000,0.000,11.451,0.000,11.451
95.000,0.000,11.462,0.000,11.462
96.000,0.000,11.472,0.000,11.472
97.000,0.000,11.482,0.000,11.482
98.000,0.000,11.493,0.000,11.493
99.000,0.000,11.503,0.000,11.503
100.000,0.000,11.513,0.000,11.513
101.000,0.000,11.523,0.000,11.523
102.000,0.000,11.533,0.000,11.533
103.000,0.000,11.542,0.000,11.542
104.000,0.000,11.552,0.000,11.552
105.000,0.000,11.562,0.000,11.562
106.000,0.000,11.571,0.000,11.571
107.000,0.000,11.581,0.000,11.581
108.000,0.000,11.590,0.000,11.590
109.000,0.000,11.599,0.000,11.599
110.000,0.000,11.608,0.000,11.608
111.000,0.000,11.617,0.000,11.617
112.000,0.000,11.626,0.000,11.626
113.000,0.000,11.635,0.000,11.635
114.000,0.000,11.644,0.000,11.644
115.000,0.000,11.653,0.000,11.653
116.000,0.000,11.661,0.000,11.661
117.000,0.000,11.670,0.000,11.670
118.000,0.000,11.678,0.000,11.678
119.000,0.000,11.687,0.000,11.687
120.000,0.000,11.695,0.000,11.695
121.000,0.000,11.704,0.000,11.704
122.000,0.000,11.712,0.000,11.712
123.000,0.000,11.720,0.000,11.720
124.000,0.000,11.728,0.000,11.728
125.000,0.000,11.736,0.000,11.736
126.000,0.000,11.744,0.000,11.744
127.000,0.000,11.752,0.000,11.752
128.000,0.000,11.760,0.000,11.760
129.000,0.000,11.768,0.000,11.768
130.000,0.000,11.775,0.000,11.775
131.000,0.000,11.783,0.000,11.783
132.000,0.000,11.791,0.000,11.791
133.000,0.000,11.798,0.000,11.798
134.000,0.000,11.806,0.000,11.806
135.000,0.000,11.813,0.000,11.813
136.000,0.000,11.820,0.000,11.820
137.000,0.000,11.828,0.000,11.828
138.000,0.000,11.835,0.000,11.835
139.000,0.000,11.842,0.000,11.842
140.000,0.000,11.849,0.000,11.849
141.000,0.000,11.857,0.000,11.857
142.000,0.000,11.864,0.000,11.864
143.000,0.000,11.871,0.000,11.871
144.000,0.000,11.878,0.000,11.878
145.000,0.000,11.884,0.000,11.884
146.000,0.000,11.891,0.000,11.891
147.000,0.000,11.898,0.000,11.898
148.000,0.000,11.905,0.000,11.905
149.000,0.000,11.912,0.000,11.912
150.000,0.000,11.918,0.000,11.918
151.000,0.000,11.925,0.000,11.925
152.000,0.000,11.932,0.000,11.932
153.000,0.000,11.938,0.000,11.938
154.000,0.000,11.945,0.000,11.945
155.000,0.000,11.951,0.000,11.951
156.000,0.000,11.958,0.000,11.958
157.000,0.000,11.964,0.000,11.964
158.000,0.000,11.970,0.000,11.970
159.000,0.000,11.977,0.000,11.977
160.000,0.000,11.983,0.000,11.983
161.000,0.000,11.989,0.000,11.989
162.000,0.000,11.995,0.000,11.995
163.000,0.000,12.002,0.000,12.002
164.000,0.000,12.008,0.000,12.008
165.000,0.000,12.014,0.000,12.014
166.000,0.000,12.020,0.000,12.020
167.000,0.000,12.026,0.000,12.026
168.000,0.000,12.032,0.000,12.032
169.000,0.000,12.038,0.000,12.038
170.000,0.000,12.044,0.000,12.044
171.000,0.000,12.049,0.000,12.049
172.000,0.000,12.055,0.000,12.055
173.000,0.000,12.061,0.000,12.061
174.000,0.000,12.067,0.000,12.067
175.000,0.000,12.073,0.000,12.073
176.000,0.000,12.078,0.000,12.078
177.000,0.000,12.084,0.000,12.084
178.000,0.000,12.090,0.000,12.090
179.000,0.000,12.095,0.000,12.095
180.000,0.000,12.101,0.000,12.101
181.000,0.000,12.106,0.000,12.106
182.000,0.000,12.112,0.000,12.112
183.000,0.000,12.117,0.000,12.117
184.000,0.000,12.123,0.000,12.123
185.000,0.000,12.128,0.000,12.128
186.000,0.000,12.134,0.000,12.134
187.000,0.000,12.139,0.000,12.139
188.000,0.000,12.144,0.000,12.144
189.000,0.000,12.150,0.000,12.150
190.000,0.000,12.155,0.000,12.155
191.000,0.000,12.160,0.000,12.160
192.000,0.000,12.165,0.000,12.165
193.000,0.000,12.170,0.000,12.170
194.000,0.000,12.176,0.000,12.176
195.000,0.000,12.181,0.000,12.181
196.000,0.000,12.186,0.000,12.186
197.000,0.000,12.191,0.000,12.191
198.000,0.000,12.196,0.000,12.196
199.000,0.000,12.201,0.000,12.201
200.000,0.000,12.206,0.000,12.206
201.000,0.000,12.211,0.000,12.211
202.000,0.000,12.216,0.000,12.216
203.000,0.000,12.221,0.000,12.221
204.000,0.000,12.226,0.000,12.226
205.000,0.000,12.231,0.000,12.231
206.000,0.000,12.236,0.000,12.236
207.000,0.000,12.240,0.000,12.240
208.000,0.000,12.245,0.000,12.245
209.000,0.000,12.250,0.000,12.250
210.000,0.000,12.255,0.000,12.255
211.000,0.000,12.260,0.000,12.260
212.000,0.000,12.264,0.000,12.264
213.000,0.000,12.269,0.000,12.269
214.000,0.000,12.274,0.000,12.274
215.000,0.000,12.278,0.000,12.278
216.000,0.000,12.283,0.000,12.283
217.000,0.000,12.288,0.000,12.288
218.000,0.000,12.292,0.000,12.292
219.000,0.000,12.297,0.000,12.297
220.000,0.000,12.301,0.000,12.301
221.000,0.000,12.306,0.000,12.306
222.000,0.000,12.310,0.000,12.310
223.000,0.000,12.315,0.000,12.315
224.000,0.000,12.319,0.000,12.319
225.000,0.000,12.324,0.000,12.324
226.000,0.000,12.328,0.000,12.328
227.000,0.000,12.333,0.000,12.333
228.000,0.000,12.337,0.000,12.337
229.000,0.000,12.341,0.000,12.341
230.000,0.000,12.346,0.000,12.346
231.000,0.000,12.350,0.000,12.350
232.000,0.000,12.354,0.000,12.354
233.000,0.000,12.359,0.000,12.359
234.000,0.000,12.363,0.000,12.363
235.000,0.000,12.367,0.000,12.367
236.000,0.000,12.372,0.000,12.372
237.000,0.000,12.376,0.000,12.376
238.000,0.000,12.380,0.000,12.380
239.000,0.000,12.384,0.000,12.384
240.000,0.000,12.388,0.000,12.388
241.000,0.000,12.393,0.000,12.393
242.000,0.000,12.397,0.000,12.397
243.000,0.000,12.401,0.000,12.401
244.000,0.000,12.405,0.000,12.405
245.000,0.000,12.409,0.000,12.409
246.000,0.000,12.413,0.000,12.413
247.000,0.000,12.417,0.000,12.417
248.000,0.000,12.421,0.000,12.421
249.000,0.000,12.425,0.000,12.425
250.000,0.000,12.429,0.000,12.429
251.000,0.000,12.433,0.000,12.433
252.000,0.000,12.437,0.000,12.437
253.000,0.000,12.441,0.000,12.441
254.000,0.000,12.445,0.000,12.445
255.000,0.000,12.449,0.000,12.449
256.000,0.000,12.453,0.000,12.453
257.000,0.000,12.457,0.000,12.457
258.000,0.000,12.461,0.000,12.461
259.000,0.000,12.465,0.000,12.465
260.000,0.000,12.468,0.000,12.468
261.000,0.000,12.472,0.000,12.472
262.000,0.000,12.476,0.000,12.476
