date,y1,y2,y3,y
0.000,0.000,1.000,0.000,1.000
1.000,0.000,1.001,0.000,1.001
2.000,0.000,1.002,0.000,1.002
3.000,0.000,1.003,0.000,1.003
4.000,0.000,1.004,0.000,1.004
5.000,0.000,1.005,0.000,1.005
6.000,0.000,1.006,0.000,1.006
7.000,0.000,1.007,0.000,1.007
8.000,0.000,1.008,0.000,1.008
9.000,0.000,1.009,0.000,1.009
10.000,0.000,1.010,0.000,1.010
11.000,0.000,1.011,0.000,1.011
12.000,0.000,1.012,0.000,1.012
13.000,0.000,1.013,0.000,1.013
14.000,0.000,1.014,0.000,1.014
15.000,0.000,1.015,0.000,1.015
16.000,0.000,1.016,0.000,1.016
17.000,0.000,1.017,0.000,1.017
18.000,0.000,1.018,0.000,1.018
19.000,0.000,1.019,0.000,1.019
20.000,0.000,1.020,0.000,1.020
21.000,0.000,1.021,0.000,1.021
22.000,0.000,1.022,0.000,1.022
23.000,0.000,1.023,0.000,1.023
24.000,0.000,1.024,0.000,1.024
25.000,0.000,1.025,0.000,1.025
26.000,0.000,1.026,0.000,1.026
27.000,0.000,1.027,0.000,1.027
28.000,0.000,1.028,0.000,1.028
29.000,0.000,1.029,0.000,1.029
30.000,0.000,1.030,0.000,1.030
31.000,0.000,1.031,0.000,1.031
32.000,0.000,1.033,0.000,1.033
33.000,0.000,1.034,0.000,1.034
34.000,0.000,1.035,0.000,1.035
35.000,0.000,1.036,0.000,1.036
36.000,0.000,1.037,0.000,1.037
37.000,0.000,1.038,0.000,1.038
38.000,0.000,1.039,0.000,1.039
39.000,0.000,1.040,0.000,1.040
40.000,0.000,1.041,0.000,1.041
41.000,0.000,1.042,0.000,1.042
42.000,0.000,1.043,0.000,1.043
43.000,0.000,1.044,0.000,1.044
44.000,0.000,1.045,0.000,1.045
45.000,0.000,1.046,0.000,1.046
46.000,0.000,1.047,0.000,1.047
47.000,0.000,1.048,0.000,1.048
48.000,0.000,1.049,0.000,1.049
49.000,0.000,1.050,0.000,1.050
50.000,0.000,1.051,0.000,1.051
51.000,0.000,1.052,0.000,1.052
52.000,0.000,1.053,0.000,1.053
53.000,0.000,1.054,0.000,1.054
54.000,0.000,1.055,0.000,1.055
55.000,0.000,1.057,0.000,1.057
56.000,0.000,1.058,0.000,1.058
57.000,0.000,1.059,0.000,1.059
58.000,0.000,1.060,0.000,1.060
59.000,0.000,1.061,0.000,1.061
60.000,0.000,1.062,0.000,1.062
61.000,0.000,1.063,0.000,1.063
62.000,0.000,1.064,0.000,1.064
63.000,0.000,1.065,0.000,1.065
64.000,0.000,1.066,0.000,1.066
65.000,0.000,1.067,0.000,1.067
66.000,0.000,1.068,0.000,1.068
67.000,0.000,1.069,0.000,1.069
68.000,0.000,1.070,0.000,1.070
69.000,0.000,1.071,0.000,1.071
