date,y1,y2,y3,y
0.000,0.000,0.000,0.000,0.000
1.000,0.000,1000.000,0.000,1000.000
2.000,0.000,1414.214,0.000,1414.214
3.000,0.000,1732.051,0.000,1732.051
4.000,0.000,2000.000,0.000,2000.000
5.000,0.000,2236.068,0.000,2236.068
6.000,0.000,2449.490,0.000,2449.490
7.000,0.000,2645.751,0.000,2645.751
8.000,0.000,2828.427,0.000,2828.427
9.000,0.000,3000.000,0.000,3000.000
10.000,0.000,3162.278,0.000,3162.278
11.000,0.000,3316.625,0.000,3316.625
12.000,0.000,3464.102,0.000,3464.102
13.000,0.000,3605.551,0.000,3605.551
14.000,0.000,3741.657,0.000,3741.657
15.000,0.000,3872.983,0.000,3872.983
16.000,0.000,4000.000,0.000,4000.000
17.000,0.000,4123.105,0.000,4123.105
18.000,0.000,4242.641,0.000,4242.641
19.000,0.000,4358.899,0.000,4358.899
20.000,0.000,4472.136,0.000,4472.136
21.000,0.000,4582.576,0.000,4582.576
22.000,0.000,4690.416,0.000,4690.416
23.000,0.000,4795.832,0.000,4795.832
24.000,0.000,4898.979,0.000,4898.979
25.000,0.000,5000.000,0.000,5000.000
26.000,0.000,5099.020,0.000,5099.020
27.000,0.000,5196.152,0.000,5196.152
28.000,0.000,5291.502,0.000,5291.502
29.000,0.000,5385.165,0.000,5385.165
30.000,0.000,5477.226,0.000,5477.226
31.000,0.000,5567.764,0.000,5567.764
32.000,0.000,5656.854,0.000,5656.854
33.000,0.000,5744.562,0.000,5744.562
34.000,0.000,5830.952,0.000,5830.952
35.000,0.000,5916.080,0.000,5916.080
36.000,0.000,6000.000,0.000,6000.000
37.000,0.000,6082.763,0.000,6082.763
38.000,0.000,6164.414,0.000,6164.414
39.000,0.000,6244.998,0.000,6244.998
40.000,0.000,6324.555,0.000,6324.555
41.000,0.000,6403.125,0.000,6403.125
42.000,0.000,6480.741,0.000,6480.741
43.000,0.000,6557.438,0.000,6557.438
44.000,0.000,6633.250,0.000,6633.250
45.000,0.000,6708.204,0.000,6708.204
46.000,0.000,6782.330,0.000,6782.330
47.000,0.000,6855.655,0.000,6855.655
48.000,0.000,6928.203,0.000,6928.203
49.000,0.000,7000.000,0.000,7000.000
50.000,0.000,7071.068,0.000,7071.068
51.000,0.000,7141.429,0.000,7141.429
52.000,0.000,7211.103,0.000,7211.103
53.000,0.000,7280.110,0.000,7280.110
54.000,0.000,7348.469,0.000,7348.469
55.000,0.000,7416.198,0.000,7416.198
56.000,0.000,7483.315,0.000,7483.315
57.000,0.000,7549.834,0.000,7549.834
58.000,0.000,7615.773,0.000,7615.773
59.000,0.000,7681.146,0.000,7681.146
60.000,0.000,7745.967,0.000,7745.967
61.000,0.000,7810.250,0.000,7810.250
62.000,0.000,7874.008,0.000,7874.008
63.000,0.000,7937.254,0.000,7937.254
64.000,0.000,8000.000,0.000,8000.000
65.000,0.000,8062.258,0.000,8062.258
66.000,0.000,8124.039,0.000,8124.039
67.000,0.000,8185.353,0.000,8185.353
68.000,0.000,8246.211,0.000,8246.211
69.000,0.000,8306.623,0.000,8306.623
70.000,0.000,8366.600,0.000,8366.600
71.000,0.000,8426.149,0.000,8426.149
72.000,0.000,8485.281,0.000,8485.281
73.000,0.000,8544.004,0.000,8544.004
74.000,0.000,8602.325,0.000,8602.325
75.000,0.000,8660.255,0.000,8660.255
76.000,0.000,8717.798,0.000,8717.798
77.000,0.000,8774.964,0.000,8774.964
78.000,0.000,8831.761,0.000,8831.761
79.000,0.000,8888.194,0.000,8888.194
80.000,0.000,8944.272,0.000,8944.272
81.000,0.000,9000.000,0.000,9000.000
82.000,0.000,9055.386,0.000,9055.386
83.000,0.000,9110.434,0.000,9110.434
84.000,0.000,9165.151,0.000,9165.151
85.000,0.000,9219.544,0.000,9219.544
86.000,0.000,9273.619,0.000,9273.619
87.000,0.000,9327.379,0.000,9327.379
88.000,0.000,9380.832,0.000,9380.832
89.000,0.000,9433.980,0.000,9433.980
90.000,0.000,9486.833,0.000,9486.833
91.000,0.000,9539.393,0.000,9539.393
92.000,0.000,9591.663,0.000,9591.663
93.000,0.000,9643.651,0.000,9643.651
94.000,0.000,9695.360,0.000,9695.360
95.000,0.000,9746.795,0.000,9746.795
96.000,0.000,9797.959,0.000,9797.959
97.000,0.000,9848.857,0.000,9848.857
98.000,0.000,9899.495,0.000,9899.495
99.000,0.000,9949.874,0.000,9949.874
100.000,0.000,10000.000,0.000,10000.000
101.000,0.000,10049.875,0.000,10049.875
102.000,0.000,10099.505,0.000,10099.505
103.000,0.000,10148.892,0.000,10148.892
104.000,0.000,10198.039,0.000,10198.039
105.000,0.000,10246.951,0.000,10246.951
106.000,0.000,10295.631,0.000,10295.631
107.000,0.000,10344.080,0.000,10344.080
108.000,0.000,10392.305,0.000,10392.305
109.000,0.000,10440.307,0.000,10440.307
110.000,0.000,10488.089,0.000,10488.089
111.000,0.000,10535.654,0.000,10535.654
112.000,0.000,10583.005,0.000,10583.005
113.000,0.000,10630.146,0.000,10630.146
114.000,0.000,10677.078,0.000,10677.078
115.000,0.000,10723.806,0.000,10723.806
116.000,0.000,10770.329,0.000,10770.329
117.000,0.000,10816.654,0.000,10816.654
