date,y1,y2,y3,y
0.000,0.000,0.000,0.000,0.000
1.000,0.105,0.000,0.000,0.105
2.000,0.208,0.000,0.000,0.208
3.000,0.309,0.000,0.000,0.309
4.000,0.407,0.000,0.000,0.407
5.000,0.500,0.000,0.000,0.500
6.000,0.588,0.000,0.000,0.588
7.000,0.669,0.000,0.000,0.669
8.000,0.743,0.000,0.000,0.743
9.000,0.809,0.000,0.000,0.809
10.000,0.866,0.000,0.000,0.866
11.000,0.914,0.000,0.000,0.914
12.000,0.951,0.000,0.000,0.951
13.000,0.978,0.000,0.000,0.978
14.000,0.995,0.000,0.000,0.995
15.000,1.000,0.000,0.000,1.000
16.000,0.995,0.000,0.000,0.995
17.000,0.978,0.000,0.000,0.978
18.000,0.951,0.000,0.000,0.951
19.000,0.914,0.000,0.000,0.914
20.000,0.866,0.000,0.000,0.866
21.000,0.809,0.000,0.000,0.809
22.000,0.743,0.000,0.000,0.743
23.000,0.669,0.000,0.000,0.669
24.000,0.588,0.000,0.000,0.588
25.000,0.500,0.000,0.000,0.500
26.000,0.407,0.000,0.000,0.407
27.000,0.309,0.000,0.000,0.309
28.000,0.208,0.000,0.000,0.208
29.000,0.105,0.000,0.000,0.105
30.000,-0.000,0.000,0.000,-0.000
31.000,-0.105,0.000,0.000,-0.105
32.000,-0.208,0.000,0.000,-0.208
33.000,-0.309,0.000,0.000,-0.309
34.000,-0.407,0.000,0.000,-0.407
35.000,-0.500,0.000,0.000,-0.500
36.000,-0.588,0.000,0.000,-0.588
37.000,-0.669,0.000,0.000,-0.669
38.000,-0.743,0.000,0.000,-0.743
39.000,-0.809,0.000,0.000,-0.809
40.000,-0.866,0.000,0.000,-0.866
41.000,-0.914,0.000,0.000,-0.914
42.000,-0.951,0.000,0.000,-0.951
43.000,-0.978,0.000,0.000,-0.978
44.000,-0.995,0.000,0.000,-0.995
45.000,-1.000,0.000,0.000,-1.000
46.000,-0.995,0.000,0.000,-0.995
47.000,-0.978,0.000,0.000,-0.978
48.000,-0.951,0.000,0.000,-0.951
49.000,-0.914,0.000,0.000,-0.914
50.000,-0.866,0.000,0.000,-0.866
51.000,-0.809,0.000,0.000,-0.809
52.000,-0.743,0.000,0.000,-0.743
53.000,-0.669,0.000,0.000,-0.669
54.000,-0.588,0.000,0.000,-0.588
55.000,-0.500,0.000,0.000,-0.500
56.000,-0.407,0.000,0.000,-0.407
57.000,-0.309,0.000,0.000,-0.309
58.000,-0.208,0.000,0.000,-0.208
59.000,-0.105,0.000,0.000,-0.105
60.000,0.000,0.000,0.000,0.000
61.000,0.105,0.000,0.000,0.105
62.000,0.208,0.000,0.000,0.208
63.000,0.309,0.000,0.000,0.309
64.000,0.407,0.000,0.000,0.407
65.000,0.500,0.000,0.000,0.500
66.000,0.588,0.000,0.000,0.588
67.000,0.669,0.000,0.000,0.669
68.000,0.743,0.000,0.000,0.743
69.000,0.809,0.000,0.000,0.809
70.000,0.866,0.000,0.000,0.866
71.000,0.914,0.000,0.000,0.914
72.000,0.951,0.000,0.000,0.951
73.000,0.978,0.000,0.000,0.978
74.000,0.995,0.000,0.000,0.995
75.000,1.000,0.000,0.000,1.000
76.000,0.995,0.000,0.000,0.995
77.000,0.978,0.000,0.000,0.978
78.000,0.951,0.000,0.000,0.951
79.000,0.914,0.000,0.000,0.914
