date,y1,y2,y3,y
0.000,0.000,0.000,0.000,0.000
1.000,0.000,0.001,0.000,0.001
2.000,0.000,0.004,0.000,0.004
3.000,0.000,0.009,0.000,0.009
4.000,0.000,0.016,0.000,0.016
5.000,0.000,0.025,0.000,0.025
6.000,0.000,0.036,0.000,0.036
7.000,0.000,0.049,0.000,0.049
8.000,0.000,0.064,0.000,0.064
9.000,0.000,0.081,0.000,0.081
10.000,0.000,0.100,0.000,0.100
11.000,0.000,0.121,0.000,0.121
12.000,0.000,0.144,0.000,0.144
13.000,0.000,0.169,0.000,0.169
14.000,0.000,0.196,0.000,0.196
15.000,0.000,0.225,0.000,0.225
16.000,0.000,0.256,0.000,0.256
17.000,0.000,0.289,0.000,0.289
18.000,0.000,0.324,0.000,0.324
19.000,0.000,0.361,0.000,0.361
20.000,0.000,0.400,0.000,0.400
21.000,0.000,0.441,0.000,0.441
22.000,0.000,0.484,0.000,0.484
23.000,0.000,0.529,0.000,0.529
24.000,0.000,0.576,0.000,0.576
25.000,0.000,0.625,0.000,0.625
26.000,0.000,0.676,0.000,0.676
27.000,0.000,0.729,0.000,0.729
28.000,0.000,0.784,0.000,0.784
29.000,0.000,0.841,0.000,0.841
30.000,0.000,0.900,0.000,0.900
31.000,0.000,0.961,0.000,0.961
32.000,0.000,1.024,0.000,1.024
33.000,0.000,1.089,0.000,1.089
34.000,0.000,1.156,0.000,1.156
35.000,0.000,1.225,0.000,1.225
36.000,0.000,1.296,0.000,1.296
37.000,0.000,1.369,0.000,1.369
38.000,0.000,1.444,0.000,1.444
39.000,0.000,1.521,0.000,1.521
40.000,0.000,1.600,0.000,1.600
41.000,0.000,1.681,0.000,1.681
42.000,0.000,1.764,0.000,1.764
43.000,0.000,1.849,0.000,1.849
44.000,0.000,1.936,0.000,1.936
45.000,0.000,2.025,0.000,2.025
46.000,0.000,2.116,0.000,2.116
47.000,0.000,2.209,0.000,2.209
48.000,0.000,2.304,0.000,2.304
49.000,0.000,2.401,0.000,2.401
50.000,0.000,2.500,0.000,2.500
51.000,0.000,2.601,0.000,2.601
52.000,0.000,2.704,0.000,2.704
53.000,0.000,2.809,0.000,2.809
54.000,0.000,2.916,0.000,2.916
55.000,0.000,3.025,0.000,3.025
56.000,0.000,3.136,0.000,3.136
57.000,0.000,3.249,0.000,3.249
58.000,0.000,3.364,0.000,3.364
59.000,0.000,3.481,0.000,3.481
60.000,0.000,3.600,0.000,3.600
61.000,0.000,3.721,0.000,3.721
62.000,0.000,3.844,0.000,3.844
