date,y1,y2,y3,y
0.000,0.000,1.000,-0.031,0.969
1.000,0.208,1.001,0.105,1.314
2.000,0.407,1.002,-0.179,1.230
3.000,0.588,1.003,0.162,1.752
4.000,0.743,1.004,0.215,1.962
5.000,0.866,1.005,-0.186,1.685
6.000,0.951,1.006,-0.027,1.930
7.000,0.995,1.007,-0.034,1.968
8.000,0.995,1.008,-0.096,1.906
9.000,0.951,1.009,-0.013,1.947
10.000,0.866,1.010,0.144,2.020
11.000,0.743,1.011,-0.015,1.739
12.000,0.588,1.012,-0.045,1.555
13.000,0.407,1.013,-0.096,1.324
14.000,0.208,1.014,0.183,1.405
15.000,-0.000,1.015,-0.113,0.902
16.000,-0.208,1.016,0.004,0.812
17.000,-0.407,1.017,0.055,0.666
18.000,-0.588,1.018,-0.049,0.382
19.000,-0.743,1.019,-0.092,0.184
20.000,-0.866,1.020,0.043,0.197
21.000,-0.951,1.021,0.076,0.146
22.000,-0.995,1.022,0.017,0.045
23.000,-0.995,1.023,0.076,0.105
24.000,-0.951,1.024,0.060,0.134
25.000,-0.866,1.025,0.043,0.202
26.000,-0.743,1.026,-0.117,0.166
27.000,-0.588,1.027,0.008,0.448
28.000,-0.407,1.028,-0.049,0.573
29.000,-0.208,1.029,-0.040,0.782
30.000,0.000,1.030,-0.248,0.783
31.000,0.208,1.031,0.216,1.455
32.000,0.407,1.033,0.016,1.455
33.000,0.588,1.034,0.108,1.729
34.000,0.743,1.035,-0.173,1.605
35.000,0.866,1.036,-0.048,1.854
36.000,0.951,1.037,-0.017,1.970
37.000,0.995,1.038,-0.071,1.961
38.000,0.995,1.039,-0.021,2.012
39.000,0.951,1.040,0.101,2.092
40.000,0.866,1.041,0.041,1.948
41.000,0.743,1.042,-0.027,1.758
42.000,0.588,1.043,0.153,1.784
43.000,0.407,1.044,0.160,1.611
44.000,0.208,1.045,-0.112,1.141
45.000,-0.000,1.046,0.034,1.080
46.000,-0.208,1.047,0.123,0.962
47.000,-0.407,1.048,-0.056,0.586
48.000,-0.588,1.049,-0.158,0.303
49.000,-0.743,1.050,0.085,0.392
50.000,-0.866,1.051,-0.022,0.163
51.000,-0.951,1.052,0.089,0.191
52.000,-0.995,1.053,0.095,0.154
53.000,-0.995,1.054,-0.021,0.038
54.000,-0.951,1.055,0.134,0.238
55.000,-0.866,1.057,0.286,0.476
56.000,-0.743,1.058,0.063,0.378
57.000,-0.588,1.059,0.102,0.573
58.000,-0.407,1.060,-0.064,0.589
59.000,-0.208,1.061,-0.031,0.822
60.000,0.000,1.062,-0.038,1.023
61.000,0.208,1.063,-0.023,1.248
62.000,0.407,1.064,0.030,1.501
63.000,0.588,1.065,0.015,1.668
